plant_id,similar_plants
2388,"[{'plant_id': 2399, 'common_name': 'maiden pink', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2303, 'common_name': 'dahlia', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2047, 'common_name': 'ear-leaved tickseed', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1051, 'common_name': 'tartarian aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1050, 'common_name': 'aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
2389,"[{'plant_id': 2399, 'common_name': 'maiden pink', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2303, 'common_name': 'dahlia', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2047, 'common_name': 'ear-leaved tickseed', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1051, 'common_name': 'tartarian aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1050, 'common_name': 'aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
2390,"[{'plant_id': 2399, 'common_name': 'maiden pink', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2303, 'common_name': 'dahlia', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2047, 'common_name': 'ear-leaved tickseed', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1051, 'common_name': 'tartarian aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1050, 'common_name': 'aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
2391,"[{'plant_id': 2399, 'common_name': 'maiden pink', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2303, 'common_name': 'dahlia', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2047, 'common_name': 'ear-leaved tickseed', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1051, 'common_name': 'tartarian aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1050, 'common_name': 'aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
2392,"[{'plant_id': 1738, 'common_name': 'feather celosia', 'cycle': 'Annual', 'watering': 'Average'}, {'plant_id': 2264, 'common_name': 'blue waxweed', 'cycle': 'Annual', 'watering': 'Average'}, {'plant_id': 2036, 'common_name': 'giant larkspur', 'cycle': 'Annual', 'watering': 'Average'}, {'plant_id': 2042, 'common_name': 'bindweed', 'cycle': 'Annual', 'watering': 'Average'}, {'plant_id': 2535, 'common_name': 'clasping coneflower', 'cycle': 'Annual', 'watering': 'Average'}]"
2393,"[{'plant_id': 2399, 'common_name': 'maiden pink', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2303, 'common_name': 'dahlia', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2047, 'common_name': 'ear-leaved tickseed', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1051, 'common_name': 'tartarian aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1050, 'common_name': 'aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
2394,"[{'plant_id': 2399, 'common_name': 'maiden pink', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2303, 'common_name': 'dahlia', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2047, 'common_name': 'ear-leaved tickseed', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1051, 'common_name': 'tartarian aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1050, 'common_name': 'aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
2395,"[{'plant_id': 2399, 'common_name': 'maiden pink', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2303, 'common_name': 'dahlia', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2047, 'common_name': 'ear-leaved tickseed', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1051, 'common_name': 'tartarian aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1050, 'common_name': 'aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
2396,"[{'plant_id': 2670, 'common_name': 'coneflower', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 1878, 'common_name': 'golden aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2866, 'common_name': 'spurge', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2584, 'common_name': 'coneflower', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2585, 'common_name': 'coneflower', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}]"
2397,"[{'plant_id': 2399, 'common_name': 'maiden pink', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2303, 'common_name': 'dahlia', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2047, 'common_name': 'ear-leaved tickseed', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1051, 'common_name': 'tartarian aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1050, 'common_name': 'aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
2398,"[{'plant_id': 2399, 'common_name': 'maiden pink', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2303, 'common_name': 'dahlia', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2047, 'common_name': 'ear-leaved tickseed', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1051, 'common_name': 'tartarian aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1050, 'common_name': 'aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
2399,"[{'plant_id': 2398, 'common_name': 'carnation', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2303, 'common_name': 'dahlia', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2047, 'common_name': 'ear-leaved tickseed', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1051, 'common_name': 'tartarian aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1050, 'common_name': 'aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
2400,"[{'plant_id': 1494, 'common_name': ""Bush's poppy mallow"", 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2092, 'common_name': 'threadleaf coreopsis', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2068, 'common_name': 'tickseed', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2069, 'common_name': 'tickseed', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2070, 'common_name': 'tickseed', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}]"
2401,"[{'plant_id': 2398, 'common_name': 'carnation', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2303, 'common_name': 'dahlia', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2047, 'common_name': 'ear-leaved tickseed', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1051, 'common_name': 'tartarian aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1050, 'common_name': 'aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
2402,"[{'plant_id': 2398, 'common_name': 'carnation', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2303, 'common_name': 'dahlia', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2047, 'common_name': 'ear-leaved tickseed', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1051, 'common_name': 'tartarian aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1050, 'common_name': 'aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
2403,"[{'plant_id': 1739, 'common_name': 'cockscomb', 'cycle': 'Annual', 'watering': 'Average'}, {'plant_id': 2264, 'common_name': 'blue waxweed', 'cycle': 'Annual', 'watering': 'Average'}, {'plant_id': 2036, 'common_name': 'giant larkspur', 'cycle': 'Annual', 'watering': 'Average'}, {'plant_id': 2042, 'common_name': 'bindweed', 'cycle': 'Annual', 'watering': 'Average'}, {'plant_id': 2535, 'common_name': 'clasping coneflower', 'cycle': 'Annual', 'watering': 'Average'}]"
2404,"[{'plant_id': 2398, 'common_name': 'carnation', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2303, 'common_name': 'dahlia', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2047, 'common_name': 'ear-leaved tickseed', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1051, 'common_name': 'tartarian aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1050, 'common_name': 'aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
2405,"[{'plant_id': 2398, 'common_name': 'carnation', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2303, 'common_name': 'dahlia', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2047, 'common_name': 'ear-leaved tickseed', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1051, 'common_name': 'tartarian aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1050, 'common_name': 'aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
2406,"[{'plant_id': 2398, 'common_name': 'carnation', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2303, 'common_name': 'dahlia', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2047, 'common_name': 'ear-leaved tickseed', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1051, 'common_name': 'tartarian aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1050, 'common_name': 'aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
2407,"[{'plant_id': 2398, 'common_name': 'carnation', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2303, 'common_name': 'dahlia', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2047, 'common_name': 'ear-leaved tickseed', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1051, 'common_name': 'tartarian aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1050, 'common_name': 'aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
2408,"[{'plant_id': 2398, 'common_name': 'carnation', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2303, 'common_name': 'dahlia', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2047, 'common_name': 'ear-leaved tickseed', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1051, 'common_name': 'tartarian aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1050, 'common_name': 'aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
2409,"[{'plant_id': 2398, 'common_name': 'carnation', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2303, 'common_name': 'dahlia', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2047, 'common_name': 'ear-leaved tickseed', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1051, 'common_name': 'tartarian aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1050, 'common_name': 'aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
2410,"[{'plant_id': 2398, 'common_name': 'carnation', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2303, 'common_name': 'dahlia', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2047, 'common_name': 'ear-leaved tickseed', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1051, 'common_name': 'tartarian aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1050, 'common_name': 'aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
2411,"[{'plant_id': 2398, 'common_name': 'carnation', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2303, 'common_name': 'dahlia', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2047, 'common_name': 'ear-leaved tickseed', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1051, 'common_name': 'tartarian aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1050, 'common_name': 'aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
2412,"[{'plant_id': 2398, 'common_name': 'carnation', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2303, 'common_name': 'dahlia', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2047, 'common_name': 'ear-leaved tickseed', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1051, 'common_name': 'tartarian aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1050, 'common_name': 'aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
2413,"[{'plant_id': 2398, 'common_name': 'carnation', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2303, 'common_name': 'dahlia', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2047, 'common_name': 'ear-leaved tickseed', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1051, 'common_name': 'tartarian aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1050, 'common_name': 'aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
2414,"[{'plant_id': 2398, 'common_name': 'carnation', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2303, 'common_name': 'dahlia', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2047, 'common_name': 'ear-leaved tickseed', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1051, 'common_name': 'tartarian aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1050, 'common_name': 'aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
2415,"[{'plant_id': 2398, 'common_name': 'carnation', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2303, 'common_name': 'dahlia', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2047, 'common_name': 'ear-leaved tickseed', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1051, 'common_name': 'tartarian aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1050, 'common_name': 'aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
2416,"[{'plant_id': 2398, 'common_name': 'carnation', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2303, 'common_name': 'dahlia', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2047, 'common_name': 'ear-leaved tickseed', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1051, 'common_name': 'tartarian aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1050, 'common_name': 'aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
2417,"[{'plant_id': 2398, 'common_name': 'carnation', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2303, 'common_name': 'dahlia', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2047, 'common_name': 'ear-leaved tickseed', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1051, 'common_name': 'tartarian aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1050, 'common_name': 'aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
2418,"[{'plant_id': 2398, 'common_name': 'carnation', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2303, 'common_name': 'dahlia', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2047, 'common_name': 'ear-leaved tickseed', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1051, 'common_name': 'tartarian aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1050, 'common_name': 'aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
2419,"[{'plant_id': 2398, 'common_name': 'carnation', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2303, 'common_name': 'dahlia', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2047, 'common_name': 'ear-leaved tickseed', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1051, 'common_name': 'tartarian aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1050, 'common_name': 'aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
2420,"[{'plant_id': 2398, 'common_name': 'carnation', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2303, 'common_name': 'dahlia', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2047, 'common_name': 'ear-leaved tickseed', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1051, 'common_name': 'tartarian aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1050, 'common_name': 'aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
2421,"[{'plant_id': 2398, 'common_name': 'carnation', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2303, 'common_name': 'dahlia', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2047, 'common_name': 'ear-leaved tickseed', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1051, 'common_name': 'tartarian aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1050, 'common_name': 'aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
2422,"[{'plant_id': 2398, 'common_name': 'carnation', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2303, 'common_name': 'dahlia', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2047, 'common_name': 'ear-leaved tickseed', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1051, 'common_name': 'tartarian aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1050, 'common_name': 'aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
2423,"[{'plant_id': 2398, 'common_name': 'carnation', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2303, 'common_name': 'dahlia', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2047, 'common_name': 'ear-leaved tickseed', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1051, 'common_name': 'tartarian aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1050, 'common_name': 'aster', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
